,MANAGING_ORG,MANAGING_ORG_NAME,PERMIT_CN,PERMIT_ID,ISSUE_DATE,TERMINATION_DATE,PERMIT_STATUS,LINE_TYPE,GRZ_YEAR,LIVESTOCK_NBR,LIVESTOCK_KIND,FROM_DATE,TO_DATE,AUM,HEAD_MONTHS,RMU_CN,RMU_ID,RMU_NAME,Unnamed: 18,Unnamed: 19,RMU_CN.1,AUM.1,HM
10,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,167.0,CATTLE,6/6,9/30,847.0,642.0,1714876.010602,00673,2C EAST,,,10226.010355,932.0,704.0
11,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,8.0,CATTLE,6/29,8/1,14.0,9.0,10246.010355,00632,2C WEST,,,10220.010355,3083.0,2328.0
12,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,191.0,CATTLE,6/25,8/1,315.0,239.0,10246.010355,00632,2C WEST,,,10221.010355,3411.0,2616.0
13,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,191.0,CATTLE,8/31,10/2,273.0,207.0,10246.010355,00632,2C WEST,,,10233.010355,1218.0,920.0
14,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,19.0,CATTLE,6/25,9/4,68.0,45.0,10225.010355,00657,3 A,,,20627.010355,1049.0,792.0
15,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,514.0,CATTLE,5/16,9/30,3078.0,2332.0,10225.010355,00657,3 A,,,10229.010355,515.0,389.0
16,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,21.0,CATTLE,6/25,8/25,65.0,43.0,10227.010355,00602,3 B,,,10217.010355,645.0,487.0
17,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,645.0,CATTLE,5/14,10/2,3975.0,3011.0,10227.010355,00602,3 B,,,10216.010355,1633.0,1235.0
18,11184.0,ASHLAND RANGER DISTRICT,6326327010602.0,40045A,3/31/2021,12/31/2030,ACTIVE,AUTH_USE,2021.0,1.0,HORSE,3/1,2/28,14.0,12.0,10148.010355,40678,3 X BAR,,,10214.010355,1308.0,989.0
19,11184.0,ASHLAND RANGER DISTRICT,6326327010602.0,40045A,3/31/2021,12/31/2030,ACTIVE,AUTH_USE,2021.0,11.0,CATTLE,12/1,2/28,23.0,33.0,10148.010355,40678,3 X BAR,,,10213.010355,869.0,657.0
20,11184.0,ASHLAND RANGER DISTRICT,6326327010602.0,40045A,3/31/2021,12/31/2030,ACTIVE,AUTH_USE,2021.0,11.0,CATTLE,3/1,5/19,20.0,29.0,10148.010355,40678,3 X BAR,,,10212.010355,1301.0,981.0
21,11184.0,ASHLAND RANGER DISTRICT,6326327010602.0,40045A,3/31/2021,12/31/2030,ACTIVE,AUTH_USE,2021.0,75.0,CATTLE,6/11,8/15,114.0,163.0,10148.010355,40678,3 X BAR,,,10239.010355,1187.0,896.0
22,11184.0,ASHLAND RANGER DISTRICT,6326327010602.0,40045A,3/31/2021,12/31/2030,ACTIVE,AUTH_USE,2021.0,160.0,CATTLE,4/1,8/15,952.0,721.0,10148.010355,40678,3 X BAR,,,12268.010355,3285.0,2483.0
23,11184.0,ASHLAND RANGER DISTRICT,6326327010602.0,40045A,3/31/2021,12/31/2030,ACTIVE,AUTH_USE,2021.0,390.0,CATTLE,4/10,8/30,1284.0,1834.0,10148.010355,40678,3 X BAR,,,10208.010355,1233.0,932.0
24,11807.0,MEDORA RANGER DISTRICT,6097455010602.0,HCCGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,17.0,CATTLE,5/20,10/15,114.0,86.0,10515.010355,00325,325,,,10209.010355,3989.0,3012.0
25,11807.0,MEDORA RANGER DISTRICT,6097455010602.0,HCCGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,36.0,CATTLE,5/20,10/15,230.0,174.0,10515.010355,00325,325,,,10222.010355,2547.0,1924.0
26,11807.0,MEDORA RANGER DISTRICT,6097455010602.0,HCCGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,63.0,CATTLE,5/20,10/22,429.0,325.0,10515.010355,00325,325,,,10218.010355,4216.0,3190.0
27,11807.0,MEDORA RANGER DISTRICT,6097455010602.0,HCCGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,82.0,CATTLE,5/20,10/15,527.0,399.0,10515.010355,00325,325,,,3873599.010602,2430.0,2002.0
28,11807.0,MEDORA RANGER DISTRICT,6097455010602.0,HCCGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,102.0,CATTLE,5/20,10/22,693.0,525.0,10515.010355,00325,325,,,10219.010355,4390.0,3318.0
29,11807.0,MEDORA RANGER DISTRICT,6097455010602.0,HCCGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,113.0,CATTLE,5/20,10/15,731.0,554.0,10515.010355,00325,325,,,10000.010355,777.0,589.0
30,11807.0,MEDORA RANGER DISTRICT,6097455010602.0,HCCGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,129.0,CATTLE,5/20,10/22,871.0,660.0,10515.010355,00325,325,,,10177.010364,640.0,485.0
31,11807.0,MEDORA RANGER DISTRICT,6097455010602.0,HCCGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,165.0,CATTLE,5/20,10/15,1071.0,811.0,10515.010355,00325,325,,,10038.010277,496.0,377.0
32,11807.0,MEDORA RANGER DISTRICT,6097455010602.0,HCCGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,208.0,CATTLE,5/20,10/22,1406.0,1065.0,10515.010355,00325,325,,,10642.010344,3706.0,2808.0
33,11807.0,MEDORA RANGER DISTRICT,6097455010602.0,HCCGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,230.0,CATTLE,5/20,10/15,1486.0,1126.0,10515.010355,00325,325,,,20302.010602,539.0,408.0
34,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,7.0,CATTLE,6/18,8/20,23.0,15.0,10226.010355,00600,4 A,,,10259.010355,966.0,2647.0
35,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,179.0,CATTLE,6/1,9/25,909.0,689.0,10226.010355,00600,4 A,,,10090.010349,2117.0,1606.0
36,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,17.0,CATTLE,6/15,9/14,77.0,51.0,10220.010355,00637,4 B,,,10155.010355,2154.0,2330.0
37,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,18.0,CATTLE,5/11,10/10,120.0,91.0,10220.010355,00637,4 B,,,10314.010349,1197.0,907.0
38,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,408.0,CATTLE,5/11,10/20,2886.0,2186.0,10220.010355,00637,4 B,,,10080.010355,921.0,696.0
39,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,19.0,CATTLE,6/25,9/19,81.0,54.0,10221.010355,00638,5 A,,,10157.010349,2057.0,1558.0
40,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,43.0,CATTLE,5/15,10/8,275.0,208.0,10221.010355,00638,5 A,,,10001.010355,792.0,600.0
41,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,49.0,CATTLE,6/21,10/16,251.0,190.0,10221.010355,00638,5 A,,,260106.010602,432.0,327.0
42,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,70.0,CATTLE,5/15,6/20,60.0,85.0,10221.010355,00638,5 A,,,10551.010344,672.0,509.0
43,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,408.0,CATTLE,5/15,10/16,2744.0,2079.0,10221.010355,00638,5 A,,,10166.010355,2675.0,3820.0
44,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,7.0,CATTLE,6/30,9/20,29.0,19.0,10233.010355,00609,5 BN,,,10065.010347,0.0,0.0
45,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,178.0,CATTLE,5/15,10/15,1189.0,901.0,10233.010355,00609,5 BN,,,10029.010347,426.0,323.0
46,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,7.0,CATTLE,6/25,9/9,27.0,18.0,20627.010355,00674,5 BS,,,10027.010349,557.0,422.0
47,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,25.0,CATTLE,5/15,10/5,156.0,118.0,20627.010355,00674,5 BS,,,10002.010355,3321.0,2561.0
48,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,25.0,CATTLE,5/5,10/15,178.0,135.0,20627.010355,00674,5 BS,,,10056.010355,1427.0,1190.0
49,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,34.0,CATTLE,5/15,10/15,227.0,172.0,20627.010355,00674,5 BS,,,10000.010349,169.0,128.0
50,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,59.0,CATTLE,5/5,10/31,461.0,349.0,20627.010355,00674,5 BS,,,10674.010344,902.0,684.0
51,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,5.0,CATTLE,6/25,8/4,11.0,7.0,10229.010355,00604,5 C,,,10019.010347,235.0,235.0
52,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,140.0,CATTLE,5/14,8/4,504.0,382.0,10229.010355,00604,5 C,,,10179.010364,209.0,158.0
53,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,3.0,CATTLE,7/1,10/24,17.0,11.0,10217.010355,00634,6 A,,,10010.010259,206.0,156.0
54,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,94.0,CATTLE,5/24,10/24,628.0,476.0,10217.010355,00634,6 A,,,10158.010349,978.0,3245.0
55,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,7.0,CATTLE,6/20,8/20,21.0,14.0,10216.010355,00633,6 B,,,10279.010349,385.0,292.0
56,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,221.0,CATTLE,5/11,10/25,1612.0,1221.0,10216.010355,00633,6 B,,,10532.010364,347.0,263.0
57,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,7.0,CATTLE,6/20,8/20,21.0,14.0,10214.010355,00630,6 C,,,10081.010355,454.0,343.0
58,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,25.0,CATTLE,5/15,10/1,152.0,115.0,10214.010355,00630,6 C,,,10235.010349,1311.0,993.0
59,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,28.0,CATTLE,5/1,10/5,191.0,145.0,10214.010355,00630,6 C,,,10000.010374,132.0,100.0
60,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,31.0,CATTLE,5/15,10/15,207.0,157.0,10214.010355,00630,6 C,,,10180.010364,17.0,13.0
61,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,111.0,CATTLE,6/1,10/31,737.0,558.0,10214.010355,00630,6 C,,,10028.010349,0.0,0.0
62,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,4.0,CATTLE,7/1,9/10,14.0,9.0,10213.010355,00629,6 D,,,10181.010364,212.0,160.0
63,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,116.0,CATTLE,5/15,10/31,855.0,648.0,10213.010355,00629,6 D,,,10058.010355,1680.0,1349.0
64,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,7.0,CATTLE,6/20,10/31,47.0,31.0,10212.010355,00628,6 F,,,10001.010349,162.0,123.0
65,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,170.0,CATTLE,5/15,10/31,1254.0,950.0,10212.010355,00628,6 F,,,10722.010344,100.0,76.0
66,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,6.0,CATTLE,7/10,10/31,33.0,22.0,10239.010355,00616,6 G,,,10591.010344,279.0,211.0
67,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,163.0,CATTLE,5/22,10/31,1154.0,874.0,10239.010355,00616,6 G,,,10003.010349,810.0,614.0
68,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,13.0,CATTLE,5/15,10/15,87.0,66.0,12268.010355,00615,6E NE,,,10282.010349,180.0,136.0
69,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,17.0,CATTLE,6/25,9/1,59.0,39.0,12268.010355,00615,6E NE,,,10167.010355,2551.0,1932.0
70,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,118.0,CATTLE,5/15,10/1,717.0,543.0,12268.010355,00615,6E NE,,,10521.010344,775.0,587.0
71,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,129.0,CATTLE,5/21,10/15,829.0,628.0,12268.010355,00615,6E NE,,,10082.010355,880.0,664.0
72,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,268.0,CATTLE,6/1,10/15,1593.0,1207.0,12268.010355,00615,6E NE,,,10057.010364,1341.0,1016.0
73,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,7.0,CATTLE,6/25,9/5,26.0,17.0,10208.010355,00608,6E NW,,,10003.010355,2303.0,1745.0
74,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,50.0,CATTLE,5/25,10/1,282.0,214.0,10208.010355,00608,6E NW,,,10004.010355,242.0,183.0
75,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,135.0,CATTLE,5/11,10/15,925.0,701.0,10208.010355,00608,6E NW,,,10077.010347,280.0,212.0
76,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,0.0,CATTLE,5/25,10/1,0.0,0.0,10209.010355,00617,6ES,,,10058.010364,199.0,151.0
77,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,17.0,CATTLE,6/25,10/31,108.0,72.0,10209.010355,00617,6ES,,,10641.010344,117.0,89.0
78,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,35.0,CATTLE,5/11,10/1,219.0,166.0,10209.010355,00617,6ES,,,10002.010349,939.0,711.0
79,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,485.0,CATTLE,5/11,10/31,3662.0,2774.0,10209.010355,00617,6ES,,,10057.010355,415.0,593.0
80,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,6.0,CATTLE,7/15,9/5,15.0,10.0,10222.010355,00639,7,,,10065.010349,722.0,547.0
81,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,11.0,CATTLE,6/10,8/20,39.0,26.0,10222.010355,00639,7,,,10552.010344,179.0,136.0
82,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,145.0,CATTLE,7/15,9/18,416.0,315.0,10222.010355,00639,7,,,6137948.010602,325.0,246.0
83,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,160.0,CATTLE,6/1,6/30,209.0,158.0,10222.010355,00639,7,,,10001.010364,146.0,122.0
84,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,347.0,CATTLE,6/5,10/6,1868.0,1415.0,10222.010355,00639,7,,,10236.010349,1992.0,1509.0
85,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,6.0,CATTLE,6/24,8/24,18.0,12.0,10218.010355,00635,8A,,,10063.010349,154.0,170.0
86,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,12.0,CATTLE,7/16,9/1,29.0,19.0,10218.010355,00635,8A,,,10139.010349,1129.0,855.0
87,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,168.0,CATTLE,5/15,10/31,1239.0,939.0,10218.010355,00635,8A,,,10005.010355,3114.0,2359.0
88,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,367.0,CATTLE,5/1,10/31,2930.0,2220.0,10218.010355,00635,8A,,,10140.010349,930.0,3088.0
89,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,1.0,CATTLE,4/20,5/20,2.0,1.0,3873599.010602,00675,8B,,,10720.010344,130.0,98.0
90,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,1.0,CATTLE,9/23,10/23,2.0,1.0,3873599.010602,00675,8B,,,10624.010344,898.0,680.0
91,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,9.0,CATTLE,6/25,9/11,35.0,23.0,3873599.010602,00675,8B,,,10512.010344,121.0,92.0
92,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,26.0,CATTLE,5/18,10/31,189.0,143.0,3873599.010602,00675,8B,,,10291.010349,120.0,91.0
93,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,40.0,CATTLE,4/20,5/20,29.0,41.0,3873599.010602,00675,8B,,,10214.010364,721.0,546.0
94,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,52.0,CATTLE,5/1,10/31,416.0,315.0,3873599.010602,00675,8B,,,10553.010344,2379.0,1802.0
95,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,69.0,CATTLE,5/7,10/23,510.0,386.0,3873599.010602,00675,8B,,,11829.010344,146.0,111.0
96,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,76.0,CATTLE,5/10,7/4,185.0,140.0,3873599.010602,00675,8B,,,10002.010364,120.0,91.0
97,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,175.0,CATTLE,7/5,10/23,843.0,639.0,3873599.010602,00675,8B,,,10005.010349,660.0,500.0
98,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,307.0,CATTLE,9/23,10/23,219.0,313.0,3873599.010602,00675,8B,,,10162.010355,3664.0,2759.0
99,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,23.0,CATTLE,6/20,9/1,84.0,56.0,10219.010355,00636,9,,,10064.010347,2636.0,1997.0
100,11806.0,GRAND RIVER RANGER DISTRICT,6385817010602.0,GRGA-2021,1/8/2021,12/31/2031,ACTIVE,AUTH_USE,2021.0,628.0,CATTLE,5/10,10/14,4306.0,3262.0,10219.010355,00636,9,,,10226.010349,495.0,375.0
101,11801.0,SHEYENNE RANGER DISTRICT,6085586010602.0,SVGA-2020,3/1/2020,2/28/2030,ACTIVE,AUTH_USE,2021.0,106.0,CATTLE,5/20,11/4,777.0,589.0,10000.010355,00881,A ANNEX,,,10626.010344,77.0,58.0
102,11106.0,BOZEMAN RANGER DISTRICT,4074583010602.0,60029,2/25/2015,12/31/2024,ACTIVE,AUTH_USE,2021.0,120.0,CATTLE,7/1,10/31,640.0,485.0,10177.010364,00601,ALEXANDER,,,10237.010349,1408.0,1067.0
